"lab","sample","concentration","method","transit_time"
620,550,28.3,"DiaSorin Liaison Total",4
621,546,56,"DiaSorin Liaison Total",3
621,547,74.5,"DiaSorin Liaison Total",3
621,548,88.5,"DiaSorin Liaison Total",3
621,549,63.5,"DiaSorin Liaison Total",3
621,550,29.8,"DiaSorin Liaison Total",3
622,546,59.8,"DiaSorin Liaison Total",2
622,547,75.5,"DiaSorin Liaison Total",2
622,548,93.3,"DiaSorin Liaison Total",2
622,549,67,"DiaSorin Liaison Total",2
622,550,30.8,"DiaSorin Liaison Total",2
623,546,56.5,"DiaSorin Liaison Total",14
623,547,78.2,"DiaSorin Liaison Total",14
623,548,106,"DiaSorin Liaison Total",14
623,549,68.1,"DiaSorin Liaison Total",14
623,550,31.9,"DiaSorin Liaison Total",14
624,546,47.5,"Abbott Architect - New (5P02)",7
624,547,70,"Abbott Architect - New (5P02)",7
624,548,92.5,"Abbott Architect - New (5P02)",7
624,549,60,"Abbott Architect - New (5P02)",7
624,550,NA,"Abbott Architect - New (5P02)",7
625,546,56.4,"Roche Total 25OHD",3
625,547,77.6,"Roche Total 25OHD",3
625,548,89.4,"Roche Total 25OHD",3
625,549,66.9,"Roche Total 25OHD",3
625,550,29.6,"Roche Total 25OHD",3
626,546,49.3,"Abbott Architect - New (5P02)",11
626,547,72.8,"Abbott Architect - New (5P02)",11
626,548,94.5,"Abbott Architect - New (5P02)",11
626,549,61.8,"Abbott Architect - New (5P02)",11
626,550,22,"Abbott Architect - New (5P02)",11
627,546,48.2,"Affimedix CHEMI-D Sandwich CLIA",4
627,547,73.7,"Affimedix CHEMI-D Sandwich CLIA",4
627,548,88,"Affimedix CHEMI-D Sandwich CLIA",4
627,549,59.1,"Affimedix CHEMI-D Sandwich CLIA",4
627,550,22.9,"Affimedix CHEMI-D Sandwich CLIA",4
628,546,53.3,"Abbott Architect - New (5P02)",6
628,547,75,"Abbott Architect - New (5P02)",6
628,548,96.2,"Abbott Architect - New (5P02)",6
628,549,64,"Abbott Architect - New (5P02)",6
628,550,23.8,"Abbott Architect - New (5P02)",6
629,546,50.2,"LumiQuick ELISA Vitamin D",7
629,547,73,"LumiQuick ELISA Vitamin D",7
629,548,92.3,"LumiQuick ELISA Vitamin D",7
629,549,59.7,"LumiQuick ELISA Vitamin D",7
629,550,24.2,"LumiQuick ELISA Vitamin D",7
630,546,52.5,"IDS-iSYS",11
630,547,71.5,"IDS-iSYS",11
630,548,93.25,"IDS-iSYS",11
630,549,62,"IDS-iSYS",11
630,550,24.25,"IDS-iSYS",11
631,546,37.1,"LC-MS-MS",6
631,547,61.4,"LC-MS-MS",6
631,548,65.6,"LC-MS-MS",6
631,549,48.4,"LC-MS-MS",6
631,550,19,"LC-MS-MS",6
632,546,55,"LC-MS-MS",7
632,547,62.5,"LC-MS-MS",7
632,548,85,"LC-MS-MS",7
632,549,60,"LC-MS-MS",7
632,550,35,"LC-MS-MS",7
633,546,45,"Beckman Unicel Dxi Total 25OHD",3
633,547,63,"Beckman Unicel Dxi Total 25OHD",3
633,548,85,"Beckman Unicel Dxi Total 25OHD",3
633,549,59,"Beckman Unicel Dxi Total 25OHD",3
633,550,28,"Beckman Unicel Dxi Total 25OHD",3
634,546,45.5,"DiaSorin Liaison Total",7
634,547,61.9,"DiaSorin Liaison Total",7
634,548,77.3,"DiaSorin Liaison Total",7
634,549,61.2,"DiaSorin Liaison Total",7
634,550,26.2,"DiaSorin Liaison Total",7
635,546,51,"Abbott Architect - New (5P02)",1
635,547,71,"Abbott Architect - New (5P02)",1
635,548,96,"Abbott Architect - New (5P02)",1
635,549,64,"Abbott Architect - New (5P02)",1
635,550,23,"Abbott Architect - New (5P02)",1
636,546,50.3,"Siemens ADVIA Centaur",14
636,547,81.3,"Siemens ADVIA Centaur",14
636,548,88.8,"Siemens ADVIA Centaur",14
636,549,63.5,"Siemens ADVIA Centaur",14
636,550,34,"Siemens ADVIA Centaur",14
637,546,21.3,"Abbott Alinity i",10
637,547,28.6,"Abbott Alinity i",10
637,548,38.5,"Abbott Alinity i",10
637,549,22.7,"Abbott Alinity i",10
637,550,9.4,"Abbott Alinity i",10
638,546,56,"LC-MS-MS",10
638,547,78,"LC-MS-MS",10
638,548,92,"LC-MS-MS",10
638,549,60,"LC-MS-MS",10
638,550,23,"LC-MS-MS",10
639,546,54,"Roche Vitamin D Total II",11
639,547,76,"Roche Vitamin D Total II",11
639,548,91,"Roche Vitamin D Total II",11
639,549,68,"Roche Vitamin D Total II",11
639,550,31,"Roche Vitamin D Total II",11
640,546,46.1,"Roche Vitamin D Total II",8
640,547,71.2,"Roche Vitamin D Total II",8
640,548,82.2,"Roche Vitamin D Total II",8
640,549,58.7,"Roche Vitamin D Total II",8
640,550,27.3,"Roche Vitamin D Total II",8
641,546,54.6,"DiaSorin Liaison Total",16
641,547,72.3,"DiaSorin Liaison Total",16
641,548,96,"DiaSorin Liaison Total",16
641,549,68.6,"DiaSorin Liaison Total",16
641,550,26.1,"DiaSorin Liaison Total",16
642,546,53.9,"LC-MS-MS",14
642,547,74.3,"LC-MS-MS",14
642,548,93.5,"LC-MS-MS",14
642,549,65.1,"LC-MS-MS",14
642,550,24.5,"LC-MS-MS",14
